iteration,Energy,Enstrophy,Palinstropy
0,1.290493588035462,0.0,0.0
1,2.5617555119479642,0.0,0.0
2,3.477085290263727,0.0,0.0
3,4.104359837300644,0.0,0.0
4,4.519530761453869,0.0,0.0
5,4.786747574165248,0.0,0.0
6,4.960007476867763,0.0,0.0
7,5.083106950169726,0.0,0.0
8,5.187026883297728,0.0,0.0
9,5.288894881909625,0.0,0.0
10,5.394426520582675,0.0,0.0
11,5.502016239288066,0.0,0.0
12,5.606696480309003,0.0,0.0
13,5.702998134512135,0.0,0.0
14,5.786827134798742,0.0,0.0
15,5.856258383058897,0.0,0.0
16,5.911616412136945,0.0,0.0
17,5.955145427550673,0.0,0.0
18,5.990236817974231,0.0,0.0
19,6.020655337503881,0.0,0.0
20,6.049894914798957,0.0,0.0
21,6.080732441137036,0.0,0.0
22,6.1149667973322765,0.0,0.0
23,6.153402579133685,0.0,0.0
24,6.195932922059891,0.0,0.0
25,6.241729998754174,0.0,0.0
26,6.289515523440631,0.0,0.0
27,6.3378092423206,0.0,0.0
28,6.385154723513244,0.0,0.0
29,6.430293198450203,0.0,0.0
30,6.472281478936624,0.0,0.0
31,6.510542540968897,0.0,0.0
32,6.544868093456406,0.0,0.0
33,6.575377394677317,0.0,0.0
34,6.602451946243311,0.0,0.0
35,6.626654637542432,0.0,0.0
36,6.648649722592205,0.0,0.0
37,6.669130047346588,0.0,0.0
38,6.688757111498311,0.0,0.0
39,6.708116310923487,0.0,0.0
40,6.727689699169057,0.0,0.0
41,6.747842088803504,0.0,0.0
42,6.768819217606404,0.0,0.0
43,6.790755037179239,0.0,0.0
44,6.813685423994715,0.0,0.0
45,6.837562368197253,0.0,0.0
46,6.862272353693303,0.0,0.0
47,6.887654029998764,0.0,0.0
48,6.913514433226382,0.0,0.0
49,6.939643016454387,0.0,0.0
50,6.965823497868739,0.0,0.0
51,6.991843517864013,0.0,0.0
52,7.017502234503278,0.0,0.0
53,7.042615903324444,0.0,0.0
54,7.067022458710561,0.0,0.0
55,7.090584302384319,0.0,0.0
56,7.113189874831583,0.0,0.0
57,7.134754216160982,0.0,0.0
58,7.155218672970534,0.0,0.0
59,7.1745499068099745,0.0,0.0
60,7.1927382805715645,0.0,0.0
61,7.2097957427253565,0.0,0.0
62,7.225753296615659,0.0,0.0
63,7.240658100953378,0.0,0.0
64,7.2545704592501625,0.0,0.0
65,7.26756062714567,0.0,0.0
66,7.279705670729026,0.0,0.0
67,7.291086286071959,0.0,0.0
68,7.30178391191984,0.0,0.0
69,7.311878136200251,0.0,0.0
70,7.321444462473255,0.0,0.0
71,7.33055248502342,0.0,0.0
72,7.339264499063088,0.0,0.0
73,7.347634550775753,0.0,0.0
74,7.355707915955687,0.0,0.0
75,7.363520978533657,0.0,0.0
76,7.371101469194225,0.0,0.0
77,7.378469015304429,0.0,0.0
78,7.385635947382279,0.0,0.0
79,7.392608304301685,0.0,0.0
80,7.399386977894985,0.0,0.0
81,7.405968937629059,0.0,0.0
82,7.412348477839013,0.0,0.0
83,7.4185184328925375,0.0,0.0
84,7.424471310123685,0.0,0.0
85,7.430200296491783,0.0,0.0
86,7.435700102043733,0.0,0.0
87,7.440967611294079,0.0,0.0
88,7.4460023414553955,0.0,0.0
89,7.450806675456447,0.0,0.0
90,7.455385895461488,0.0,0.0
91,7.459748027832962,0.0,0.0
92,7.463903525959215,0.0,0.0
93,7.467864824035173,0.0,0.0
94,7.471645799513317,0.0,0.0
95,7.475261184146353,0.0,0.0
96,7.478725963045609,0.0,0.0
97,7.482054798292921,0.0,0.0
98,7.485261508770143,0.0,0.0
99,7.488358631527822,0.0,0.0
100,7.491357082774913,0.0,0.0
101,7.494265929004565,0.0,0.0
102,7.497092271393548,0.0,0.0
103,7.499841239857927,0.0,0.0
104,7.502516087342922,0.0,0.0
105,7.5051183702900675,0.0,0.0
106,7.507648197876065,0.0,0.0
107,7.510104530579939,0.0,0.0
108,7.512485507858912,0.0,0.0
109,7.514788785091415,0.0,0.0
110,7.5170118613276,0.0,0.0
111,7.5191523815946635,0.0,0.0
112,7.521208400340184,0.0,0.0
113,7.523178595856228,0.0,0.0
114,7.525062429007203,0.0,0.0
115,7.526860242296541,0.0,0.0
116,7.5285733027586135,0.0,0.0
117,7.53020378696934,0.0,0.0
118,7.531754716757014,0.0,0.0
119,7.53322985337463,0.0,0.0
120,7.5346335591957505,0.0,0.0
121,7.535970637083009,0.0,0.0
122,7.537246157806289,0.0,0.0
123,7.538465285548466,0.0,0.0
124,7.5396331107047345,0.0,0.0
125,7.540754497949276,0.0,0.0
126,7.54183395601582,0.0,0.0
127,7.5428755339251,0.0,0.0
128,7.543882746600418,0.0,0.0
129,7.544858531042363,0.0,0.0
130,7.545805232573467,0.0,0.0
131,7.546724619186227,0.0,0.0
132,7.547617920789148,0.0,0.0
133,7.548485889184001,0.0,0.0
134,7.54932887394326,0.0,0.0
135,7.550146908994747,0.0,0.0
136,7.550939804650132,0.0,0.0
137,7.5517072400119964,0.0,0.0
138,7.552448851127192,0.0,0.0
139,7.553164310880392,0.0,0.0
140,7.553853397393453,0.0,0.0
141,7.5545160485633485,0.0,0.0
142,7.555152401282414,0.0,0.0
143,7.555762814790617,0.0,0.0
144,7.556347878464846,0.0,0.0
145,7.556908405116158,0.0,0.0
146,7.557445411520425,0.0,0.0
147,7.557960088406421,0.0,0.0
148,7.558453762362527,0.0,0.0
149,7.558927852529102,0.0,0.0
150,7.559383824795455,0.0,0.0
151,7.559823146140499,0.0,0.0
152,7.560247241512735,0.0,0.0
153,7.560657455296863,0.0,0.0
154,7.561055018991935,0.0,0.0
155,7.561441026257494,0.0,0.0
156,7.561816415998976,0.0,0.0
157,7.562181963687767,0.0,0.0
158,7.562538280668763,0.0,0.0
159,7.562885820818989,0.0,0.0
160,7.563224893599557,0.0,0.0
161,7.563555682300576,0.0,0.0
162,7.56387826611953,0.0,0.0
163,7.56419264463884,0.0,0.0
164,7.564498763273755,0.0,0.0
165,7.564796538339918,0.0,0.0
166,7.565085880530348,0.0,0.0
167,7.565366715781291,0.0,0.0
168,7.565639002895455,0.0,0.0
169,7.565902747029439,0.0,0.0
170,7.566158007992453,0.0,0.0
171,7.566404906085205,0.0,0.0
172,7.566643622936293,0.0,0.0
173,7.566874398518568,0.0,0.0
174,7.567097524904296,0.0,0.0
175,7.5673133374083354,0.0,0.0
176,7.567522203842175,0.0,0.0
177,7.567724512631202,0.0,0.0
178,7.567920660535584,0.0,0.0
179,7.568111040665752,0.0,0.0
180,7.568296031402489,0.0,0.0
181,7.568475986727147,0.0,0.0
182,7.568651228346599,0.0,0.0
183,7.5688220398686745,0.0,0.0
184,7.568988663154112,0.0,0.0
185,7.569151296846802,0.0,0.0
186,7.569310096971377,0.0,0.0
187,7.569465179390361,0.0,0.0
188,7.569616623835687,0.0,0.0
189,7.569764479173801,0.0,0.0
190,7.569908769530527,0.0,0.0
191,7.570049500891145,0.0,0.0
192,7.570186667801331,0.0,0.0
193,7.57032025982314,0.0,0.0
194,7.570450267443954,0.0,0.0
195,7.5705766871918145,0.0,0.0
196,7.57069952577352,0.0,0.0
197,7.570818803118814,0.0,0.0
198,7.570934554280706,0.0,0.0
199,7.571046830205296,0.0,0.0
200,7.57115569744143,0.0,0.0
201,7.571261236908557,0.0,0.0
202,7.571363541878851,0.0,0.0
203,7.571462715355851,0.0,0.0
204,7.5715588670462495,0.0,0.0
205,7.571652110124477,0.0,0.0
206,7.571742557982069,0.0,0.0
207,7.571830321137017,0.0,0.0
208,7.571915504454045,0.0,0.0
209,7.571998204796715,0.0,0.0
210,7.572078509199057,0.0,0.0
211,7.572156493609362,0.0,0.0
212,7.572232222224459,0.0,0.0
213,7.572305747400489,0.0,0.0
214,7.572377110097637,0.0,0.0
215,7.572446340792428,0.0,0.0
216,7.572513460773094,0.0,0.0
217,7.572578483721104,0.0,0.0
218,7.572641417476029,0.0,0.0
219,7.572702265880553,0.0,0.0
220,7.572761030607521,0.0,0.0
221,7.572817712880566,0.0,0.0
222,7.572872315013255,0.0,0.0
223,7.5729248417075885,0.0,0.0
224,7.572975301070405,0.0,0.0
225,7.573023705324173,0.0,0.0
226,7.573070071206576,0.0,0.0
227,7.573114420069432,0.0,0.0
228,7.573156777702052,0.0,0.0
229,7.57319717391567,0.0,0.0
230,7.5732356419345885,0.0,0.0
231,7.573272217645161,0.0,0.0
232,7.573306938756338,0.0,0.0
233,7.573339843925029,0.0,0.0
234,7.573370971896272,0.0,0.0
235,7.5734003607028395,0.0,0.0
236,7.573428046961662,0.0,0.0
237,7.573454065295799,0.0,0.0
238,7.5734784479016914,0.0,0.0
239,7.573501224271926,0.0,0.0
240,7.573522421074642,0.0,0.0
241,7.573542062182612,0.0,0.0
242,7.573560168837679,0.0,0.0
243,7.573576759930628,0.0,0.0
244,7.57359185237227,0.0,0.0
245,7.573605461528942,0.0,0.0
246,7.573617601694764,0.0,0.0
247,7.57362828657345,0.0,0.0
248,7.573637529744454,0.0,0.0
249,7.573645345091265,0.0,0.0
250,7.573651747173539,0.0,0.0
251,7.5736567515293585,0.0,0.0
252,7.573660374898562,0.0,0.0
253,7.573662635363091,0.0,0.0
254,7.573663552404774,0.0,0.0
255,7.573663146885219,0.0,0.0
256,7.573661440955974,0.0,0.0
257,7.57365845791,0.0,0.0
258,7.573654221987413,0.0,0.0
259,7.573648758149661,0.0,0.0
260,7.5736420918365415,0.0,0.0
261,7.573634248720086,0.0,0.0
262,7.57362525446814,0.0,0.0
263,7.573615134528805,0.0,0.0
264,7.573603913944789,0.0,0.0
265,7.573591617204351,0.0,0.0
266,7.573578268132974,0.0,0.0
267,7.573563889827459,0.0,0.0
268,7.5735485046317415,0.0,0.0
269,7.573532134151658,0.0,0.0
270,7.573514799304148,0.0,0.0
271,7.573496520394905,0.0,0.0
272,7.573477317217753,0.0,0.0
273,7.573457209168251,0.0,0.0
274,7.573436215364259,0.0,0.0
275,7.573414354766247,0.0,0.0
276,7.573391646290959,0.0,0.0
277,7.573368108912874,0.0,0.0
278,7.573343761749111,0.0,0.0
279,7.573318624124598,0.0,0.0
280,7.573292715615666,0.0,0.0
281,7.57326605607155,0.0,0.0
282,7.573238665614356,0.0,0.0
283,7.573210564619206,0.0,0.0
284,7.57318177367713,0.0,0.0
285,7.57315231354387,0.0,0.0
286,7.573122205078253,0.0,0.0
287,7.573091469173986,0.0,0.0
288,7.5730601266887145,0.0,0.0
289,7.573028198373975,0.0,0.0
290,7.572995704809293,0.0,0.0
291,7.572962666343205,0.0,0.0
292,7.5729291030433465,0.0,0.0
293,7.572895034657075,0.0,0.0
294,7.5728604805835245,0.0,0.0
295,7.572825459857142,0.0,0.0
296,7.572789991142383,0.0,0.0
297,7.572754092738535,0.0,0.0
298,7.572717782593288,0.0,0.0
299,7.572681078323348,0.0,0.0
300,7.572643997240215,0.0,0.0
301,7.572606556379059,0.0,0.0
302,7.572568772528814,0.0,0.0
303,7.572530662261597,0.0,0.0
304,7.572492241959836,0.0,0.0
305,7.572453527839762,0.0,0.0
306,7.572414535970193,0.0,0.0
307,7.572375282285996,0.0,0.0
308,7.572335782595783,0.0,0.0
309,7.572296052583889,0.0,0.0
310,7.572256107806943,0.0,0.0
311,7.572215963685514,0.0,0.0
312,7.572175635491682,0.0,0.0
313,7.572135138333373,0.0,0.0
314,7.572094487136524,0.0,0.0
315,7.57205369662607,0.0,0.0
316,7.572012781306781,0.0,0.0
317,7.571971755444861,0.0,0.0
318,7.571930633051163,0.0,0.0
319,7.571889427866646,0.0,0.0
320,7.571848153350582,0.0,0.0
321,7.571806822671863,0.0,0.0
322,7.571765448703477,0.0,0.0
323,7.5717240440202085,0.0,0.0
324,7.57168262089929,0.0,0.0
325,7.571641191323769,0.0,0.0
326,7.571599766988096,0.0,0.0
327,7.571558359305509,0.0,0.0
328,7.571516979416644,0.0,0.0
329,7.571475638198847,0.0,0.0
330,7.57143434627568,0.0,0.0
331,7.57139311402611,0.0,0.0
332,7.571351951593013,0.0,0.0
333,7.57131086889064,0.0,0.0
334,7.5712698756107955,0.0,0.0
335,7.571228981227607,0.0,0.0
336,7.57118819500079,0.0,0.0
337,7.571147525977474,0.0,0.0
338,7.571106982992692,0.0,0.0
339,7.5710665746686665,0.0,0.0
340,7.571026309413181,0.0,0.0
341,7.5709861954172215,0.0,0.0
342,7.5709462406522,0.0,0.0
343,7.570906452867037,0.0,0.0
344,7.570866839585329,0.0,0.0
345,7.570827408102868,0.0,0.0
346,7.570788165485693,0.0,0.0
347,7.570749118568847,0.0,0.0
348,7.570710273955925,0.0,0.0
349,7.570671638019499,0.0,0.0
350,7.5706332169024195,0.0,0.0
351,7.5705950165199845,0.0,0.0
352,7.57055704256285,0.0,0.0
353,7.570519300500681,0.0,0.0
354,7.570481795586309,0.0,0.0
355,7.5704445328603525,0.0,0.0
356,7.5704075171560845,0.0,0.0
357,7.570370753104445,0.0,0.0
358,7.570334245139046,0.0,0.0
359,7.570297997501042,0.0,0.0
360,7.570262014243776,0.0,0.0
361,7.57022629923712,0.0,0.0
362,7.570190856171431,0.0,0.0
363,7.570155688561128,0.0,0.0
364,7.5701207997478654,0.0,0.0
365,7.570086192903306,0.0,0.0
366,7.570051871031561,0.0,0.0
367,7.570017836971312,0.0,0.0
368,7.569984093397711,0.0,0.0
369,7.569950642824111,0.0,0.0
370,7.569917487603686,0.0,0.0
371,7.569884629931048,0.0,0.0
372,7.569852071843892,0.0,0.0
373,7.569819815224742,0.0,0.0
374,7.569787861802843,0.0,0.0
375,7.569756213156255,0.0,0.0
376,7.569724870714124,0.0,0.0
377,7.5696938357591925,0.0,0.0
378,7.569663109430515,0.0,0.0
379,7.569632692726368,0.0,0.0
380,7.569602586507358,0.0,0.0
381,7.569572791499661,0.0,0.0
382,7.569543308298372,0.0,0.0
383,7.56951413737094,0.0,0.0
384,7.56948527906064,0.0,0.0
385,7.569456733590009,0.0,0.0
386,7.5694285010642846,0.0,0.0
387,7.56940058147474,0.0,0.0
388,7.569372974701935,0.0,0.0
389,7.56934568051886,0.0,0.0
390,7.569318698593929,0.0,0.0
391,7.5692920284938525,0.0,0.0
392,7.5692656696863905,0.0,0.0
393,7.569239621542955,0.0,0.0
394,7.569213883341108,0.0,0.0
395,7.5691884542669685,0.0,0.0
396,7.569163333417522,0.0,0.0
397,7.569138519802875,0.0,0.0
398,7.569114012348467,0.0,0.0
399,7.569089809897243,0.0,0.0
400,7.569065911211839,0.0,0.0
401,7.569042314976749,0.0,0.0
402,7.569019019800528,0.0,0.0
403,7.568996024218014,0.0,0.0
404,7.568973326692564,0.0,0.0
405,7.568950925618342,0.0,0.0
406,7.5689288193226325,0.0,0.0
407,7.568907006068161,0.0,0.0
408,7.56888548405545,0.0,0.0
409,7.568864251425168,0.0,0.0
410,7.568843306260496,0.0,0.0
411,7.568822646589453,0.0,0.0
412,7.568802270387239,0.0,0.0
413,7.568782175578487,0.0,0.0
414,7.568762360039539,0.0,0.0
415,7.568742821600628,0.0,0.0
416,7.5687235580480134,0.0,0.0
417,7.568704567126071,0.0,0.0
418,7.568685846539308,0.0,0.0
419,7.568667393954309,0.0,0.0
420,7.568649207001647,0.0,0.0
421,7.568631283277713,0.0,0.0
422,7.568613620346486,0.0,0.0
423,7.56859621574129,0.0,0.0
424,7.568579066966443,0.0,0.0
425,7.568562171498934,0.0,0.0
426,7.5685455267900155,0.0,0.0
427,7.568529130266783,0.0,0.0
428,7.568512979333739,0.0,0.0
429,7.568497071374315,0.0,0.0
430,7.568481403752398,0.0,0.0
431,7.568465973813812,0.0,0.0
432,7.5684507788878195,0.0,0.0
433,7.568435816288565,0.0,0.0
434,7.568421083316537,0.0,0.0
435,7.568406577260006,0.0,0.0
436,7.568392295396425,0.0,0.0
437,7.568378234993828,0.0,0.0
438,7.568364393312194,0.0,0.0
439,7.568350767604797,0.0,0.0
440,7.568337355119499,0.0,0.0
441,7.568324153100058,0.0,0.0
442,7.568311158787343,0.0,0.0
443,7.568298369420571,0.0,0.0
444,7.568285782238471,0.0,0.0
445,7.568273394480434,0.0,0.0
446,7.568261203387593,0.0,0.0
447,7.568249206203922,0.0,0.0
448,7.568237400177243,0.0,0.0
449,7.568225782560225,0.0,0.0
450,7.568214350611353,0.0,0.0
451,7.568203101595854,0.0,0.0
452,7.568192032786609,0.0,0.0
453,7.568181141465004,0.0,0.0
454,7.568170424921795,0.0,0.0
455,7.5681598804579195,0.0,0.0
456,7.568149505385311,0.0,0.0
457,7.5681392970276455,0.0,0.0
458,7.568129252721123,0.0,0.0
459,7.568119369815182,0.0,0.0
460,7.568109645673217,0.0,0.0
461,7.568100077673286,0.0,0.0
462,7.5680906632087535,0.0,0.0
463,7.56808139968897,0.0,0.0
464,7.568072284539893,0.0,0.0
465,7.568063315204694,0.0,0.0
466,7.568054489144365,0.0,0.0
467,7.568045803838265,0.0,0.0
468,7.568037256784681,0.0,0.0
469,7.568028845501358,0.0,0.0
470,7.568020567525981,0.0,0.0
471,7.5680124204166725,0.0,0.0
472,7.568004401752441,0.0,0.0
473,7.567996509133618,0.0,0.0
474,7.567988740182269,0.0,0.0
475,7.56798109254259,0.0,0.0
476,7.5679735638812655,0.0,0.0
477,7.567966151887836,0.0,0.0
478,7.567958854275009,0.0,0.0
479,7.567951668778974,0.0,0.0
480,7.567944593159703,0.0,0.0
481,7.567937625201218,0.0,0.0
482,7.567930762711839,0.0,0.0
483,7.567924003524445,0.0,0.0
484,7.567917345496685,0.0,0.0
485,7.56791078651118,0.0,0.0
486,7.567904324475736,0.0,0.0
487,7.567897957323511,0.0,0.0
488,7.5678916830131815,0.0,0.0
489,7.567885499529106,0.0,0.0
490,7.56787940488144,0.0,0.0
491,7.567873397106293,0.0,0.0
492,7.56786747426582,0.0,0.0
493,7.567861634448308,0.0,0.0
494,7.567855875768293,0.0,0.0
495,7.567850196366616,0.0,0.0
496,7.567844594410477,0.0,0.0
497,7.5678390680934955,0.0,0.0
498,7.567833615635736,0.0,0.0
499,7.567828235283735,0.0,0.0
500,7.567822925310506,0.0,0.0
501,7.567817684015549,0.0,0.0
502,7.567812509724827,0.0,0.0
503,7.567807400790743,0.0,0.0
504,7.567802355592121,0.0,0.0
505,7.567797372534134,0.0,0.0
506,7.567792450048267,0.0,0.0
507,7.567787586592257,0.0,0.0
508,7.567782780649993,0.0,0.0
509,7.567778030731459,0.0,0.0
510,7.56777333537263,0.0,0.0
511,7.567768693135378,0.0,0.0
512,7.567764102607346,0.0,0.0
513,7.567759562401861,0.0,0.0
514,7.567755071157781,0.0,0.0
515,7.567750627539388,0.0,0.0
516,7.567746230236233,0.0,0.0
517,7.567741877963009,0.0,0.0
518,7.567737569459381,0.0,0.0
519,7.567733303489851,0.0,0.0
520,7.567729078843575,0.0,0.0
521,7.567724894334206,0.0,0.0
522,7.567720748799721,0.0,0.0
523,7.567716641102233,0.0,0.0
524,7.567712570127814,0.0,0.0
525,7.567708534786295,0.0,0.0
526,7.567704534011083,0.0,0.0
527,7.567700566758951,0.0,0.0
528,7.567696632009839,0.0,0.0
529,7.567692728766639,0.0,0.0
530,7.567688856054989,0.0,0.0
531,7.567685012923043,0.0,0.0
532,7.5676811984412655,0.0,0.0
533,7.56767741170219,0.0,0.0
534,7.567673651820213,0.0,0.0
535,7.567669917931341,0.0,0.0
536,7.567666209192959,0.0,0.0
537,7.567662524783608,0.0,0.0
538,7.56765886390273,0.0,0.0
539,7.567655225770432,0.0,0.0
540,7.5676516096272355,0.0,0.0
541,7.5676480147338445,0.0,0.0
542,7.567644440370879,0.0,0.0
543,7.567640885838639,0.0,0.0
544,7.567637350456842,0.0,0.0
545,7.567633833564375,0.0,0.0
546,7.567630334519043,0.0,0.0
547,7.567626852697308,0.0,0.0
548,7.567623387494034,0.0,0.0
549,7.567619938322228,0.0,0.0
550,7.567616504612786,0.0,0.0
551,7.56761308581423,0.0,0.0
552,7.567609681392447,0.0,0.0
553,7.567606290830431,0.0,0.0
554,7.567602913628022,0.0,0.0
555,7.567599549301641,0.0,0.0
556,7.567596197384043,0.0,0.0
557,7.567592857424035,0.0,0.0
558,7.567589528986236,0.0,0.0
559,7.567586211650795,0.0,0.0
560,7.5675829050131505,0.0,0.0
561,7.567579608683756,0.0,0.0
562,7.567576322287826,0.0,0.0
563,7.567573045465076,0.0,0.0
564,7.567569777869469,0.0,0.0
565,7.567566519168951,0.0,0.0
566,7.567563269045193,0.0,0.0
567,7.5675600271933465,0.0,0.0
568,7.5675567933217796,0.0,0.0
569,7.567553567151818,0.0,0.0
570,7.567550348417511,0.0,0.0
571,7.567547136865362,0.0,0.0
572,7.567543932254094,0.0,0.0
573,7.567540734354386,0.0,0.0
574,7.5675375429486404,0.0,0.0
575,7.567534357830723,0.0,0.0
576,7.567531178805741,0.0,0.0
577,7.567528005689777,0.0,0.0
578,7.567524838309662,0.0,0.0
579,7.567521676502741,0.0,0.0
580,7.567518520116622,0.0,0.0
581,7.567515369008955,0.0,0.0
582,7.56751222304719,0.0,0.0
583,7.567509082108348,0.0,0.0
584,7.567505946078799,0.0,0.0
585,7.567502814854022,0.0,0.0
586,7.567499688338396,0.0,0.0
587,7.567496566444958,0.0,0.0
588,7.567493449095204,0.0,0.0
589,7.567490336218854,0.0,0.0
590,7.567487227753639,0.0,0.0
591,7.567484123645097,0.0,0.0
